split,stem,img_path,gt_path,pseudo_path,gt_boxes,pseudo_boxes,matched,match_precision,match_recall,has_gt,has_pseudo
train,13000131_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000131_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000131_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000131_test.txt,3,0,0,0.0,0.0,1,0
train,13000132_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000132_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000132_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000132_test.txt,4,4,4,1.0,1.0,1,1
train,13000134_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000134_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000134_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000134_test.txt,4,4,4,1.0,1.0,1,1
train,13000136_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000136_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000136_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000136_test.txt,5,6,5,0.8333333333333334,1.0,1,1
train,13000138_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000138_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000138_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000138_test.txt,7,5,5,1.0,0.7142857142857143,1,1
train,13000139_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000139_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000139_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000139_test.txt,7,5,5,1.0,0.7142857142857143,1,1
train,13000140_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000140_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000140_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000140_test.txt,7,5,5,1.0,0.7142857142857143,1,1
train,13000141_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000141_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000141_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000141_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000142_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000142_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000142_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000142_test.txt,6,6,6,1.0,1.0,1,1
train,13000143_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000143_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000143_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000143_test.txt,4,0,0,0.0,0.0,1,0
train,13000144_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000144_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000144_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000144_test.txt,7,7,7,1.0,1.0,1,1
train,13000145_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000145_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000145_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000145_test.txt,5,4,4,1.0,0.8,1,1
train,13000146_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000146_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000146_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000146_test.txt,4,4,4,1.0,1.0,1,1
train,13000147_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000147_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000147_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000147_test.txt,5,5,5,1.0,1.0,1,1
train,13000148_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000148_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000148_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000148_test.txt,4,2,2,1.0,0.5,1,1
train,13000149_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000149_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000149_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000149_test.txt,5,4,4,1.0,0.8,1,1
train,13000150_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000150_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000150_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000150_test.txt,5,6,5,0.8333333333333334,1.0,1,1
train,13000151_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000151_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000151_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000151_test.txt,5,4,4,1.0,0.8,1,1
train,13000152_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000152_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000152_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000152_test.txt,4,3,3,1.0,0.75,1,1
train,13000153_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000153_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000153_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000153_test.txt,5,5,5,1.0,1.0,1,1
train,13000154_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000154_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000154_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000154_test.txt,5,4,4,1.0,0.8,1,1
train,13000155_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000155_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000155_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000155_test.txt,9,0,0,0.0,0.0,1,0
train,13000156_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000156_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000156_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000156_test.txt,6,6,6,1.0,1.0,1,1
train,13000157_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000157_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000157_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000157_test.txt,5,5,4,0.8,0.8,1,1
train,13000158_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000158_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000158_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000158_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000160_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000160_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000160_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000160_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000161_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000161_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000161_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000161_test.txt,6,6,5,0.8333333333333334,0.8333333333333334,1,1
train,13000162_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000162_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000162_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000162_test.txt,5,3,3,1.0,0.6,1,1
train,13000163_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000163_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000163_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000163_test.txt,4,5,4,0.8,1.0,1,1
train,13000164_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000164_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000164_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000164_test.txt,5,5,5,1.0,1.0,1,1
train,13000165_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000165_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000165_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000165_test.txt,6,6,6,1.0,1.0,1,1
train,13000166_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000166_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000166_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000166_test.txt,3,2,2,1.0,0.6666666666666666,1,1
train,13000167_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000167_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000167_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000167_test.txt,4,4,4,1.0,1.0,1,1
train,13000168_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000168_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000168_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000168_test.txt,4,4,3,0.75,0.75,1,1
train,13000169_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000169_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000169_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000169_test.txt,6,6,6,1.0,1.0,1,1
train,13000170_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000170_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000170_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000170_test.txt,6,6,6,1.0,1.0,1,1
train,13000171_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000171_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000171_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000171_test.txt,5,0,0,0.0,0.0,1,0
train,13000172_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000172_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000172_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000172_test.txt,4,4,4,1.0,1.0,1,1
train,13000173_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000173_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000173_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000173_test.txt,8,7,7,1.0,0.875,1,1
train,13000174_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000174_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000174_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000174_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000177_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000177_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000177_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000177_test.txt,5,3,3,1.0,0.6,1,1
train,13000178_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000178_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000178_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000178_test.txt,7,6,6,1.0,0.8571428571428571,1,1
train,13000179_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000179_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000179_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000179_test.txt,4,3,3,1.0,0.75,1,1
train,13000180_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000180_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000180_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000180_test.txt,6,6,5,0.8333333333333334,0.8333333333333334,1,1
train,13000181_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000181_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000181_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000181_test.txt,7,0,0,0.0,0.0,1,0
train,13000182_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000182_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000182_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000182_test.txt,7,5,5,1.0,0.7142857142857143,1,1
train,13000183_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000183_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000183_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000183_test.txt,7,6,6,1.0,0.8571428571428571,1,1
train,13000184_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000184_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000184_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000184_test.txt,8,6,6,1.0,0.75,1,1
train,13000186_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000186_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000186_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000186_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000187_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000187_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000187_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000187_test.txt,5,3,3,1.0,0.6,1,1
train,13000188_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000188_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000188_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000188_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000189_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000189_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000189_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000189_test.txt,6,5,5,1.0,0.8333333333333334,1,1
train,13000190_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000190_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000190_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000190_test.txt,6,6,6,1.0,1.0,1,1
train,13000191_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000191_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000191_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000191_test.txt,6,6,6,1.0,1.0,1,1
train,13000193_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000193_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000193_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000193_test.txt,4,3,3,1.0,0.75,1,1
train,13000194_test,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\images\train\13000194_test.jpg,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\labels\train\13000194_test.txt,D:\ultralytics2\ultralytics-8.3.235\DeepPCB-master\DeepPCB-master\deeppcb_yolo\runs_ssod_paper3_one\r10_seed0_pseudo_labels\labels_train\13000194_test.txt,6,5,5,1.0,0.8333333333333334,1,1
